Data,Cód Regulado ANP,Produtor-Importador,Código do Produto,Descrição do Produto,Região do Destinatário,UF do Destinatário,Volume-Litros
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,168
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,120
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620501001,Ciclo Otto,SUL,PR,1856
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620501001,Ciclo Otto,SUL,SC,72
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620501002,Ciclo Diesel,SUL,PR,1060
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,9824
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,14600
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,75288
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,175512
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,15000
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,107477
06/2019,200296,TG Indústria e Comércio de Lubrificantes e Graxas Ltda. - EPP,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,8000
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,220
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620101005,Isolante Tipo B,CENTRO OESTE,GO,600
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620101005,Isolante Tipo B,SUDESTE,SP,2660
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,1520
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,100
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,1000
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,1200
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,360
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,400
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,23000
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,560
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,5100
06/2019,245992,CADIUM COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,420
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,200
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,29800
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,BA,12480
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,MA,31000
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,PI,9600
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUDESTE,MG,17360
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUDESTE,SP,8080
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUL,PR,13120
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,BA,680
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,PI,9200
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUDESTE,MG,5680
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUDESTE,SP,17800
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUL,PR,9320
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,NORDESTE,PI,1000
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,SUDESTE,MG,100
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,SUDESTE,SP,100
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,SUL,PR,100
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,5480
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,13200
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PI,8540
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,10880
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,69352
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,14640
06/2019,384068,FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,354671
06/2019,543854,LUMA OIL INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,200
06/2019,543854,LUMA OIL INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2000
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,CENTRO OESTE,DF,48224
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,CENTRO OESTE,GO,58656
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,CENTRO OESTE,MT,936
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,BA,28112
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,CE,20592
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,MA,12480
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,PB,42640
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,PE,25768
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,PI,14400
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORDESTE,RN,8712
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORTE,PA,1200
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,NORTE,RO,2520
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUDESTE,ES,8640
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUDESTE,MG,71240
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUL,PR,38224
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUL,RS,109936
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501001,Ciclo Otto,SUL,SC,37008
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,CENTRO OESTE,DF,8660
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,CENTRO OESTE,GO,20172
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,CENTRO OESTE,MT,8240
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,BA,5932
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,CE,8120
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,MA,5600
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,PB,7200
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,PE,5048
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,PI,8028
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,RN,2184
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORDESTE,SE,896
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORTE,PA,4440
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,NORTE,RO,8480
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUDESTE,MG,14436
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUL,PR,13164
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUL,RS,29908
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620501002,Ciclo Diesel,SUL,SC,9916
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,CENTRO OESTE,GO,58
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,CENTRO OESTE,MT,50
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,NORDESTE,BA,10
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,NORDESTE,CE,20
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,NORDESTE,PB,300
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,NORTE,PA,50
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,SUDESTE,MG,100
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620502001,Motores 2 tempos,SUL,SC,10
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,6164
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,11054
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,5780
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,9160
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,7758
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,4040
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,7560
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,3946
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PI,4024
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,RN,1786
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,1220
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RO,2000
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,12558
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,14634
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,23120
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,10616
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,DF,4800
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,2720
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,20940
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,4716
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,4100
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,2400
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,720
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PI,1948
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,RN,800
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,2800
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,NORTE,RO,4840
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,7000
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,20156
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,81428
06/2019,616970,TECLUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,20836
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AM,800
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,600
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2350
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,550
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,200
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,800
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,200
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,12600
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,2800
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,10720
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,59440
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,23000
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,43343
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,7860
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,1040
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,1200
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,DF,6000
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,500
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,2800
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,400
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,8800
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,15010
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,ES,30355
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,104214
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,135923
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,154427
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,44320
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,30260
06/2019,999042,QUAKER CHEMICAL INDÚSTRIA E COMÉRCIO S.A,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,49565
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,40
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,400
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PE,340
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,ES,160
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,376
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,368
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,220
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,CENTRO OESTE,DF,5700
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,CENTRO OESTE,GO,7728
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,CENTRO OESTE,MT,240
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,BA,3708
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,CE,25860
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,MA,3360
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,PB,3528
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,PE,23792
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,PI,10836
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORDESTE,RN,400
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORTE,AC,3468
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,NORTE,RO,2768
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUDESTE,ES,13412
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUDESTE,MG,53500
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUDESTE,RJ,14160
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUDESTE,SP,160556
