Data,Cód Regulado ANP,Produtor-Importador,Código do Produto,Descrição do Produto,Região do Destinatário,UF do Destinatário,Volume-Litros
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501001,Ciclo Otto,SUL,SC,43868
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,DF,1464
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,GO,38352
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MS,21304
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MT,25716
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,AL,11908
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,BA,49996
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,CE,30152
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,MA,21748
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,PB,10816
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,PE,1668
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,PI,7724
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,RN,6356
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORDESTE,SE,8088
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,AC,1000
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,AM,12408
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,AP,1116
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,PA,39228
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,RO,7160
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,NORTE,RR,1720
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUDESTE,ES,5176
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUDESTE,MG,39484
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUDESTE,RJ,29996
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUDESTE,SP,171117
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUL,PR,63000
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUL,RS,19832
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620501002,Ciclo Diesel,SUL,SC,36297
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUDESTE,MG,12
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUDESTE,RJ,24
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUDESTE,SP,88
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUL,PR,40
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUL,RS,60
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620502001,Motores 2 tempos,SUL,SC,280
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,560
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,112
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MS,3552
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,2100
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,AL,392
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,5464
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,1680
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,1524
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,192
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,968
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PI,60
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,RN,168
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,SE,544
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AC,200
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,8920
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AP,752
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,1028
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RO,404
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RR,360
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,3000
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,7320
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,3004
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,13460
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,3900
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,5912
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,3592
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,220
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,26680
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,2820
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,AL,200
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,6765
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,6960
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,MA,2620
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,5580
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PI,1380
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,RN,700
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,SE,3260
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,2000
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AP,3700
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,13680
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,RO,1160
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,ES,3000
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,7570
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,2805
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,6660
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,3420
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,2040
04/2019,2003972433,YPF BRASIL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,205
04/2019,2004081023,FRIO BRASIL REFRIGERAÇÃO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,120
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,40
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,120
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,100
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,616
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,ES,40
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,924
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,416
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,32560
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,7432
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,34648
04/2019,2004377382,BLASER SWISSLUBE DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,2435
04/2019,2004754557,CATERPILLAR BRASIL COMÉRCIO DE MÁQUINAS E PEÇAS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,23
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,GO,25140
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,13440
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MT,2640
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,AL,200
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,25020
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,7700
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,MA,10240
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PB,1400
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PE,16300
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PI,760
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,RN,280
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AC,80
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AM,9980
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AP,40
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,PA,15500
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,RO,1600
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,RR,300
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,TO,320
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,ES,49467
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,113474
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,68211
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,186085
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,39500
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,56931
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,36668
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101004,Isolante Tipo A,SUDESTE,RJ,4200
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101004,Isolante Tipo A,SUDESTE,SP,2400
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101004,Isolante Tipo A,SUL,SC,400
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101005,Isolante Tipo B,SUDESTE,SP,14942
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620101005,Isolante Tipo B,SUL,PR,44753
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,NORDESTE,MA,19000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,NORDESTE,PB,41471
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,NORDESTE,PE,6000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,NORTE,PA,4000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,SUDESTE,ES,20000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,SUDESTE,RJ,32000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,SUDESTE,SP,32000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620301001,Óleos Lubrificantes Marítimos,SUL,SC,10000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620401001,Óleos Lubrificantes Ferroviários,SUDESTE,MG,32057
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620401001,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,56441
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620401001,Óleos Lubrificantes Ferroviários,SUDESTE,SP,30103
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620401001,Óleos Lubrificantes Ferroviários,SUL,SC,2000
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,CENTRO OESTE,DF,72352
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,CENTRO OESTE,GO,202496
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,CENTRO OESTE,MS,86184
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,CENTRO OESTE,MT,153160
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,AL,31816
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,BA,140628
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,CE,165976
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,MA,68012
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,PB,35744
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,PE,151340
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,PI,87280
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,RN,40536
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORDESTE,SE,26824
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,AC,43712
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,AM,197572
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,AP,42216
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,PA,148648
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,RO,86296
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,RR,28152
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,NORTE,TO,76376
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUDESTE,ES,83058
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUDESTE,MG,403022
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUDESTE,RJ,337838
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUDESTE,SP,1738844
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUL,PR,657279
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUL,RS,502968
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501001,Ciclo Otto,SUL,SC,217681
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,CENTRO OESTE,DF,23948
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,CENTRO OESTE,GO,205844
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,CENTRO OESTE,MS,125334
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,CENTRO OESTE,MT,302467
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,AL,10828
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,BA,116752
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,CE,61372
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,MA,52236
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,PB,33244
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,PE,120714
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,PI,38740
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,RN,14112
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORDESTE,SE,7160
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,AC,19336
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,AM,205272
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,AP,58920
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,PA,365212
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,RO,112772
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,RR,30900
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,NORTE,TO,57668
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUDESTE,ES,88064
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUDESTE,MG,587617
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUDESTE,RJ,219377
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUDESTE,SP,1299818
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUL,PR,876579
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUL,RS,465688
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620501002,Ciclo Diesel,SUL,SC,213456
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620502001,Motores 2 tempos,CENTRO OESTE,DF,1172
04/2019,2005524572,ICONIC LUBRIFICANTES S.A.,620502001,Motores 2 tempos,CENTRO OESTE,GO,5316
